PostalCode,Maximum download speed (Mbit/s),Average download speed (Mbit/s),oa11cd,Street,City,County
BS34PA,200,76.7,E00074432,Bristol 040B,Bristol 040,Bristol
BS34PB,150,56,E00074432,Bristol 040B,Bristol 040,Bristol
BS34PD,150,76.8,E00074403,Bristol 040B,Bristol 040,Bristol
BS34PE,200,86.5,E00074432,Bristol 040B,Bristol 040,Bristol
BS34PF,200,80.8,E00074402,Bristol 040B,Bristol 040,Bristol
BS34PG,100,67.6,E00074402,Bristol 040B,Bristol 040,Bristol
BS34PH,200,70.3,E00074403,Bristol 040B,Bristol 040,Bristol
BS34PJ,200,75.4,E00074402,Bristol 040B,Bristol 040,Bristol
BS34PL,106.3,67.6,E00074402,Bristol 040B,Bristol 040,Bristol
BS34PN,200,70,E00074405,Bristol 040D,Bristol 040,Bristol
BS34PP,150,62.1,E00074405,Bristol 040D,Bristol 040,Bristol
BS34PQ,200,64.9,E00074403,Bristol 040B,Bristol 040,Bristol
BS34PR,200,78.3,E00074399,Bristol 040C,Bristol 040,Bristol
BS34PS,200,70.3,E00074404,Bristol 040D,Bristol 040,Bristol
BS34PT,70,39,E00074404,Bristol 040D,Bristol 040,Bristol
BS34PU,200,69.9,E00074404,Bristol 040D,Bristol 040,Bristol
BS34PW,200,78.1,E00074405,Bristol 040D,Bristol 040,Bristol
BS34QA,106.3,45.5,E00074229,Bristol 039E,Bristol 039,Bristol
BS34QE,200,122.7,E00074401,Bristol 040C,Bristol 040,Bristol
BS34QF,100,59.5,E00074433,Bristol 040C,Bristol 040,Bristol
BS34QG,200,75.8,E00074433,Bristol 040C,Bristol 040,Bristol
BS34QH,200,62.1,E00074433,Bristol 040C,Bristol 040,Bristol
BS34QJ,200,102.4,E00074433,Bristol 040C,Bristol 040,Bristol
BS34QL,200,83.2,E00074433,Bristol 040C,Bristol 040,Bristol
BS34QN,150,75.1,E00074399,Bristol 040C,Bristol 040,Bristol
BS34QP,150,63.7,E00074433,Bristol 040C,Bristol 040,Bristol
BS34QQ,200,89.4,E00074401,Bristol 040C,Bristol 040,Bristol
BS34QR,200,83.1,E00074404,Bristol 040D,Bristol 040,Bristol
BS34QS,200,88.5,E00074404,Bristol 040D,Bristol 040,Bristol
BS34QT,200,66.9,E00074404,Bristol 040D,Bristol 040,Bristol
BS34QU,200,72.7,E00074399,Bristol 040C,Bristol 040,Bristol
BS34QW,200,79.9,E00074399,Bristol 040C,Bristol 040,Bristol
BS34QX,200,87.3,E00074399,Bristol 040C,Bristol 040,Bristol
BS34QY,200,60.2,E00074399,Bristol 040C,Bristol 040,Bristol
BS34RH,200,86.5,E00074417,Bristol 037B,Bristol 037,Bristol
BS34RJ,80,31.1,E00074422,Bristol 037A,Bristol 037,Bristol
BS34RL,200,73.4,E00074420,Bristol 037B,Bristol 037,Bristol
BS34RP,18.2,14.2,E00074229,Bristol 039E,Bristol 039,Bristol
BS34RQ,200,63.4,E00074418,Bristol 037A,Bristol 037,Bristol
BS34RU,70,34.1,E00074415,Bristol 037B,Bristol 037,Bristol
BS34RX,150,64.8,E00074415,Bristol 037B,Bristol 037,Bristol
BS34RY,200,103.1,E00074415,Bristol 037B,Bristol 037,Bristol
BS34RZ,200,56.6,E00074415,Bristol 037B,Bristol 037,Bristol
BS34SA,106.3,52.5,E00074415,Bristol 037B,Bristol 037,Bristol
BS34SB,55,33.1,E00074415,Bristol 037B,Bristol 037,Bristol
BS34SD,200,77.5,E00074419,Bristol 037B,Bristol 037,Bristol
BS34SE,200,71.5,E00074428,Bristol 037D,Bristol 037,Bristol
BS34SF,150,68.8,E00074415,Bristol 037B,Bristol 037,Bristol
BS34SH,200,81,E00074428,Bristol 037D,Bristol 037,Bristol
BS34SJ,200,62.7,E00074428,Bristol 037D,Bristol 037,Bristol
BS34SL,200,66.7,E00074428,Bristol 037D,Bristol 037,Bristol
BS34SN,150,63.8,E00074428,Bristol 037D,Bristol 037,Bristol
BS34SP,200,73.5,E00074435,Bristol 037D,Bristol 037,Bristol
BS34SQ,150,65.1,E00074428,Bristol 037D,Bristol 037,Bristol
BS34SR,200,65.1,E00074435,Bristol 037D,Bristol 037,Bristol
BS34SS,200,87,E00074435,Bristol 037D,Bristol 037,Bristol
BS34ST,200,67.2,E00074435,Bristol 037D,Bristol 037,Bristol
BS34SU,200,82.2,E00074401,Bristol 040C,Bristol 040,Bristol
BS34SW,200,44.8,E00074435,Bristol 037D,Bristol 037,Bristol
BS34SX,200,79.4,E00074401,Bristol 040C,Bristol 040,Bristol
BS34TG,200,74.5,E00074414,Bristol 037A,Bristol 037,Bristol
BS34TH,200,77.2,E00074416,Bristol 037B,Bristol 037,Bristol
BS34TJ,150,80.3,E00074416,Bristol 037B,Bristol 037,Bristol
BS34TL,200,77.1,E00074416,Bristol 037B,Bristol 037,Bristol
BS34TN,200,76.2,E00074419,Bristol 037B,Bristol 037,Bristol
BS34TP,200,78.3,E00074416,Bristol 037B,Bristol 037,Bristol
BS34TQ,200,87.2,E00074414,Bristol 037A,Bristol 037,Bristol
BS34TR,200,78.2,E00074417,Bristol 037B,Bristol 037,Bristol
BS34TS,106.3,45.4,E00074416,Bristol 037B,Bristol 037,Bristol
BS34TT,200,87.5,E00074416,Bristol 037B,Bristol 037,Bristol
BS34TU,200,59.3,E00074417,Bristol 037B,Bristol 037,Bristol
BS34TW,200,50.6,E00074416,Bristol 037B,Bristol 037,Bristol
BS34TX,200,87,E00074417,Bristol 037B,Bristol 037,Bristol
BS34TY,200,76.3,E00074417,Bristol 037B,Bristol 037,Bristol
BS34TZ,200,78.1,E00074419,Bristol 037B,Bristol 037,Bristol
BS34UA,200,82,E00074419,Bristol 037B,Bristol 037,Bristol
BS34UB,150,62.2,E00074419,Bristol 037B,Bristol 037,Bristol
BS34UD,200,86.3,E00074417,Bristol 037B,Bristol 037,Bristol
BS34UF,200,73.4,E00074420,Bristol 037B,Bristol 037,Bristol
BS34UG,200,89.9,E00074420,Bristol 037B,Bristol 037,Bristol
BS34UH,200,87.7,E00074420,Bristol 037B,Bristol 037,Bristol
BS34UJ,200,75.9,E00074420,Bristol 037B,Bristol 037,Bristol
BS34UL,200,64.8,E00074420,Bristol 037B,Bristol 037,Bristol
BS34UQ,100,80,E00074415,Bristol 037B,Bristol 037,Bristol
BS35AA,106.3,59.8,E00074415,Bristol 037B,Bristol 037,Bristol
BS35AB,200,72,E00074429,Bristol 037D,Bristol 037,Bristol
BS35AD,200,52.7,E00074429,Bristol 037D,Bristol 037,Bristol
BS35AE,150,64.9,E00074436,Bristol 037D,Bristol 037,Bristol
BS35AF,200,54.2,E00074436,Bristol 037D,Bristol 037,Bristol
BS35AG,106.3,59.8,E00074436,Bristol 037D,Bristol 037,Bristol
BS35AH,150,59.1,E00074401,Bristol 040C,Bristol 040,Bristol
BS35AJ,200,87.6,E00074401,Bristol 040C,Bristol 040,Bristol
BS35AL,200,72.9,E00074400,Bristol 040D,Bristol 040,Bristol
BS35AN,200,93.8,E00074400,Bristol 040D,Bristol 040,Bristol
BS35AP,200,83.4,E00074400,Bristol 040D,Bristol 040,Bristol
BS35AQ,200,55.8,E00074436,Bristol 037D,Bristol 037,Bristol
BS35AR,200,65.5,E00074404,Bristol 040D,Bristol 040,Bristol
BS35AT,300,119.7,E00074404,Bristol 040D,Bristol 040,Bristol
BS35AU,200,83.8,E00074405,Bristol 040D,Bristol 040,Bristol
BS35AW,100,59,E00074400,Bristol 040D,Bristol 040,Bristol
BS35AX,106.3,59.1,E00074405,Bristol 040D,Bristol 040,Bristol
BS35AY,200,60.5,E00074405,Bristol 040D,Bristol 040,Bristol
BS35AZ,100,48.6,E00074411,Bristol 040A,Bristol 040,Bristol
BS35BA,200,69.1,E00074411,Bristol 040A,Bristol 040,Bristol
BS35BB,100,35.1,E00074405,Bristol 040D,Bristol 040,Bristol
BS35BE,106.3,67.7,E00073240,Bristol 039B,Bristol 039,Bristol
BS35BF,80,40.9,E00074436,Bristol 037D,Bristol 037,Bristol
BS35BG,200,70.5,E00074411,Bristol 040A,Bristol 040,Bristol
BS35BH,78.6,32.9,E00074411,Bristol 040A,Bristol 040,Bristol
BS35BJ,80,30.5,E00074407,Bristol 040D,Bristol 040,Bristol
BS35BL,76.1,28.8,E00074407,Bristol 040D,Bristol 040,Bristol
BS35BN,106.3,78.8,E00074429,Bristol 037D,Bristol 037,Bristol
BS35BP,106.3,58,E00074438,Bristol 037D,Bristol 037,Bristol
BS35BQ,80,29.8,E00074437,Bristol 040B,Bristol 040,Bristol
BS35BS,200,73.1,E00074429,Bristol 037D,Bristol 037,Bristol
BS35BT,200,69,E00074438,Bristol 037D,Bristol 037,Bristol
BS35BU,200,73,E00073980,Bristol 044E,Bristol 044,Bristol
BS35BW,200,93.8,E00074429,Bristol 037D,Bristol 037,Bristol
BS35BX,200,71.3,E00073974,Bristol 042D,Bristol 042,Bristol
BS35BY,200,65.3,E00074438,Bristol 037D,Bristol 037,Bristol
BS35BZ,200,82.1,E00074438,Bristol 037D,Bristol 037,Bristol
BS35DA,200,89,E00074436,Bristol 037D,Bristol 037,Bristol
BS35DB,100,71.5,E00074436,Bristol 037D,Bristol 037,Bristol
BS35DD,150,65.8,E00074436,Bristol 037D,Bristol 037,Bristol
BS35DE,200,74.1,E00074429,Bristol 037D,Bristol 037,Bristol
BS35DF,200,62.2,E00074429,Bristol 037D,Bristol 037,Bristol
BS35DG,150,61.7,E00074436,Bristol 037D,Bristol 037,Bristol
BS35DH,200,91.4,E00074438,Bristol 037D,Bristol 037,Bristol
BS35DJ,80,38.6,E00073667,Bristol 044A,Bristol 044,Bristol
BS35DL,200,116.4,E00073258,Bristol 039B,Bristol 039,Bristol
BS35DN,19.7,13.6,E00174229,Bristol 040A,Bristol 040,Bristol
BS35DP,17.7,15.7,E00073639,Bristol 045A,Bristol 045,Bristol
BS35DQ,200,90.5,E00074436,Bristol 037D,Bristol 037,Bristol
BS35DS,200,77.9,E00074438,Bristol 037D,Bristol 037,Bristol
BS35DT,150,78.8,E00074438,Bristol 037D,Bristol 037,Bristol
BS35DU,200,67.9,E00073980,Bristol 044E,Bristol 044,Bristol
BS35DY,150,82.4,E00073666,Bristol 044A,Bristol 044,Bristol
BS35DZ,200,96.3,E00073666,Bristol 044A,Bristol 044,Bristol
BS35EA,150,69,E00073666,Bristol 044A,Bristol 044,Bristol
BS35EB,200,84.9,E00073666,Bristol 044A,Bristol 044,Bristol
BS35ED,150,68.9,E00073666,Bristol 044A,Bristol 044,Bristol
BS35EE,150,70.5,E00073666,Bristol 044A,Bristol 044,Bristol
BS35EF,200,90.3,E00073666,Bristol 044A,Bristol 044,Bristol
BS35EG,200,100.7,E00073667,Bristol 044A,Bristol 044,Bristol
BS35EH,200,63.8,E00073666,Bristol 044A,Bristol 044,Bristol
BS35EJ,200,80.2,E00074400,Bristol 040D,Bristol 040,Bristol
BS35EL,200,60.5,E00074400,Bristol 040D,Bristol 040,Bristol
BS35EN,200,86,E00074400,Bristol 040D,Bristol 040,Bristol
BS35EP,200,66.9,E00074400,Bristol 040D,Bristol 040,Bristol
BS35EQ,150,56.7,E00073667,Bristol 044A,Bristol 044,Bristol
BS35ER,200,81.4,E00074400,Bristol 040D,Bristol 040,Bristol
BS35ES,200,68.9,E00074406,Bristol 040D,Bristol 040,Bristol
BS35ET,11.7,11.3,E00074406,Bristol 040D,Bristol 040,Bristol
BS35EW,200,74.6,E00074400,Bristol 040D,Bristol 040,Bristol
BS35HE,79.9,39.5,E00074407,Bristol 040D,Bristol 040,Bristol
BS35HF,69.3,21.2,E00074406,Bristol 040D,Bristol 040,Bristol
BS35HH,200,71.2,E00074407,Bristol 040D,Bristol 040,Bristol
BS35HJ,200,94.5,E00074406,Bristol 040D,Bristol 040,Bristol
BS35HN,200,61.7,E00074407,Bristol 040D,Bristol 040,Bristol
BS35HP,200,82.3,E00074408,Bristol 040A,Bristol 040,Bristol
BS35HQ,106.3,62.1,E00074406,Bristol 040D,Bristol 040,Bristol
BS35HS,200,84.5,E00074407,Bristol 040D,Bristol 040,Bristol
BS35HT,200,73.1,E00074407,Bristol 040D,Bristol 040,Bristol
BS35HU,100,39.8,E00074406,Bristol 040D,Bristol 040,Bristol
BS35HW,200,64.5,E00074407,Bristol 040D,Bristol 040,Bristol
BS35HX,200,78.8,E00073669,Bristol 044A,Bristol 044,Bristol
BS35HY,200,55.1,E00073667,Bristol 044A,Bristol 044,Bristol
BS35HZ,200,71.4,E00073668,Bristol 044A,Bristol 044,Bristol
BS35JA,200,74.9,E00073667,Bristol 044A,Bristol 044,Bristol
BS35JB,80,25.9,E00073667,Bristol 044A,Bristol 044,Bristol
BS35JD,200,81.2,E00073669,Bristol 044A,Bristol 044,Bristol
BS35JE,200,79.9,E00073640,Bristol 045E,Bristol 045,Bristol
BS35JF,200,73.4,E00073640,Bristol 045E,Bristol 045,Bristol
BS35JG,200,75.5,E00073669,Bristol 044A,Bristol 044,Bristol
BS35JQ,200,72.8,E00073669,Bristol 044A,Bristol 044,Bristol
BS35JU,200,62.6,E00074406,Bristol 040D,Bristol 040,Bristol
BS35JX,200,61.6,E00074408,Bristol 040A,Bristol 040,Bristol
BS35JY,200,79.8,E00074408,Bristol 040A,Bristol 040,Bristol
BS35JZ,150,59,E00074411,Bristol 040A,Bristol 040,Bristol
BS35LA,200,91,E00074411,Bristol 040A,Bristol 040,Bristol
BS35LB,200,69.2,E00074411,Bristol 040A,Bristol 040,Bristol
BS35LD,200,78.9,E00174229,Bristol 040A,Bristol 040,Bristol
BS35LE,200,77.1,E00174229,Bristol 040A,Bristol 040,Bristol
BS35LF,80,46.5,E00073258,Bristol 039B,Bristol 039,Bristol
BS35LG,106.3,67.9,E00073255,Bristol 039B,Bristol 039,Bristol
BS35LH,200,78.3,E00174229,Bristol 040A,Bristol 040,Bristol
BS35LJ,106.3,61.3,E00174229,Bristol 040A,Bristol 040,Bristol
BS35LL,200,62.4,E00074412,Bristol 040A,Bristol 040,Bristol
BS35LN,200,82.7,E00074412,Bristol 040A,Bristol 040,Bristol
BS35LP,200,119.1,E00174229,Bristol 040A,Bristol 040,Bristol
BS35LQ,106.3,58.5,E00074412,Bristol 040A,Bristol 040,Bristol
BS35LR,200,88.9,E00074412,Bristol 040A,Bristol 040,Bristol
BS35LS,200,56.2,E00174229,Bristol 040A,Bristol 040,Bristol
BS35LT,200,64.1,E00074411,Bristol 040A,Bristol 040,Bristol
BS35LU,150,53.7,E00174229,Bristol 040A,Bristol 040,Bristol
BS35LW,200,72,E00074412,Bristol 040A,Bristol 040,Bristol
BS35LX,106.3,47.7,E00074408,Bristol 040A,Bristol 040,Bristol
BS35LY,200,78.3,E00074408,Bristol 040A,Bristol 040,Bristol
BS35ND,75.1,29.7,E00073252,Bristol 039B,Bristol 039,Bristol
BS35NF,80,27,E00073255,Bristol 039B,Bristol 039,Bristol
BS35NG,200,75.2,E00073260,Bristol 039A,Bristol 039,Bristol
BS35NJ,200,77.4,E00073260,Bristol 039A,Bristol 039,Bristol
BS35NL,150,62.9,E00073256,Bristol 039A,Bristol 039,Bristol
BS35NN,200,70.1,E00073260,Bristol 039A,Bristol 039,Bristol
BS35NP,200,71.1,E00073252,Bristol 039B,Bristol 039,Bristol
BS35NQ,200,70.4,E00073250,Bristol 039A,Bristol 039,Bristol
BS35NS,200,67.4,E00073256,Bristol 039A,Bristol 039,Bristol
BS35NT,200,56.2,E00073256,Bristol 039A,Bristol 039,Bristol
BS35NU,200,78.5,E00073252,Bristol 039B,Bristol 039,Bristol
BS35NW,200,73.3,E00073260,Bristol 039A,Bristol 039,Bristol
BS35NX,200,102,E00073255,Bristol 039B,Bristol 039,Bristol
BS35NY,200,110.9,E00073240,Bristol 039B,Bristol 039,Bristol
BS35NZ,200,84.6,E00073240,Bristol 039B,Bristol 039,Bristol
BS35PA,200,62.6,E00073240,Bristol 039B,Bristol 039,Bristol
BS35PB,200,95.1,E00073240,Bristol 039B,Bristol 039,Bristol
BS35PD,200,75.8,E00073240,Bristol 039B,Bristol 039,Bristol
BS35PE,200,78.2,E00073240,Bristol 039B,Bristol 039,Bristol
BS35PF,200,93.6,E00073240,Bristol 039B,Bristol 039,Bristol
BS35PN,200,85.4,E00073254,Bristol 039A,Bristol 039,Bristol
BS35PP,200,82.1,E00073252,Bristol 039B,Bristol 039,Bristol
BS35PR,200,82.3,E00073252,Bristol 039B,Bristol 039,Bristol
BS35PS,200,66.8,E00073242,Bristol 039B,Bristol 039,Bristol
BS35PT,200,78.2,E00073254,Bristol 039A,Bristol 039,Bristol
BS35PU,150,69.1,E00073254,Bristol 039A,Bristol 039,Bristol
BS35PW,200,87.9,E00073242,Bristol 039B,Bristol 039,Bristol
BS35QE,53,14,E00073639,Bristol 045A,Bristol 045,Bristol
BS35QG,150,73.2,E00073256,Bristol 039A,Bristol 039,Bristol
BS35QH,150,36.8,E00073325,Bristol 046A,Bristol 046,Bristol
BS35QJ,152,66.7,E00073262,Bristol 039B,Bristol 039,Bristol
BS35QL,200,88.6,E00073255,Bristol 039B,Bristol 039,Bristol
BS35QN,200,64.1,E00073255,Bristol 039B,Bristol 039,Bristol
BS35QP,100,50.6,E00073258,Bristol 039B,Bristol 039,Bristol
BS35QQ,200,78.3,E00073256,Bristol 039A,Bristol 039,Bristol
BS35QR,200,72.6,E00073258,Bristol 039B,Bristol 039,Bristol
BS35QS,300,95.6,E00073258,Bristol 039B,Bristol 039,Bristol
BS35QT,200,70,E00073258,Bristol 039B,Bristol 039,Bristol
BS35QU,200,62.7,E00073639,Bristol 045A,Bristol 045,Bristol
BS35QW,200,128.8,E00073262,Bristol 039B,Bristol 039,Bristol
BS35QY,79.4,20.1,E00073639,Bristol 045A,Bristol 045,Bristol
BS35RB,300,100.4,E00073258,Bristol 039B,Bristol 039,Bristol
BS35RE,200,97.7,E00073262,Bristol 039B,Bristol 039,Bristol
BS35RF,150,77.4,E00073262,Bristol 039B,Bristol 039,Bristol
BS35RG,200,66.7,E00073262,Bristol 039B,Bristol 039,Bristol
BS35RH,80,48.6,E00073325,Bristol 046A,Bristol 046,Bristol
BS35RJ,200,39.5,E00073325,Bristol 046A,Bristol 046,Bristol
BS35RN,80,29.8,E00073639,Bristol 045A,Bristol 045,Bristol
BS35RQ,200,71.3,E00073262,Bristol 039B,Bristol 039,Bristol
BS35RU,72.3,38.3,E00073325,Bristol 046A,Bristol 046,Bristol
BS41AA,200,87.5,E00073965,Bristol 044D,Bristol 044,Bristol
BS41AB,200,75.5,E00073999,Bristol 044D,Bristol 044,Bristol
BS41AD,200,59.6,E00073966,Bristol 044D,Bristol 044,Bristol
BS41AE,200,74.9,E00073998,Bristol 044D,Bristol 044,Bristol
BS41AF,100,50.6,E00073998,Bristol 044D,Bristol 044,Bristol
BS41AG,106.3,65.7,E00073966,Bristol 044D,Bristol 044,Bristol
BS41AH,200,67.8,E00073988,Bristol 044E,Bristol 044,Bristol
BS41AJ,200,64.2,E00073981,Bristol 044E,Bristol 044,Bristol
BS41AL,200,94,E00073981,Bristol 044E,Bristol 044,Bristol
BS41AN,200,99.4,E00073981,Bristol 044E,Bristol 044,Bristol
BS41AP,200,73,E00073980,Bristol 044E,Bristol 044,Bristol
BS41AQ,200,68.6,E00073966,Bristol 044D,Bristol 044,Bristol
BS41AS,55.9,17.2,E00073652,Bristol 044B,Bristol 044,Bristol
BS41AT,73.6,39.6,E00073642,Bristol 045D,Bristol 045,Bristol
BS41AU,80,63.6,E00073642,Bristol 045D,Bristol 045,Bristol
BS41AW,200,79,E00073981,Bristol 044E,Bristol 044,Bristol
BS41AX,106.3,38.7,E00073646,Bristol 044C,Bristol 044,Bristol
BS41AY,106.3,62.8,E00073646,Bristol 044C,Bristol 044,Bristol
BS41AZ,150,62.5,E00073995,Bristol 044E,Bristol 044,Bristol
BS41BA,200,77.7,E00073995,Bristol 044E,Bristol 044,Bristol
BS41BB,200,67,E00073993,Bristol 044D,Bristol 044,Bristol
BS41BD,200,71.9,E00073993,Bristol 044D,Bristol 044,Bristol
BS41BE,200,87.8,E00073966,Bristol 044D,Bristol 044,Bristol
BS41BF,50,30.8,E00073646,Bristol 044C,Bristol 044,Bristol
BS41BH,200,79,E00073995,Bristol 044E,Bristol 044,Bristol
BS41BL,200,101.5,E00073995,Bristol 044E,Bristol 044,Bristol
BS41BN,200,76.6,E00073995,Bristol 044E,Bristol 044,Bristol
BS41BP,200,89.3,E00073993,Bristol 044D,Bristol 044,Bristol
BS41BQ,200,75.4,E00073995,Bristol 044E,Bristol 044,Bristol
BS41BS,200,55.9,E00073966,Bristol 044D,Bristol 044,Bristol
BS41BT,200,56.9,E00073998,Bristol 044D,Bristol 044,Bristol
BS41BU,200,50.5,E00073998,Bristol 044D,Bristol 044,Bristol
BS41BW,200,61.7,E00073993,Bristol 044D,Bristol 044,Bristol
BS41BX,200,60.9,E00073999,Bristol 044D,Bristol 044,Bristol
BS41BY,200,104.6,E00073999,Bristol 044D,Bristol 044,Bristol
BS41BZ,200,59.2,E00073999,Bristol 044D,Bristol 044,Bristol
BS41DA,106.3,76.1,E00073646,Bristol 044C,Bristol 044,Bristol
BS41DB,36.2,20.7,E00073646,Bristol 044C,Bristol 044,Bristol
BS41DD,200,56.1,E00073646,Bristol 044C,Bristol 044,Bristol
BS41DE,152,55.8,E00073670,Bristol 044C,Bristol 044,Bristol
BS41DF,200,70.3,E00073998,Bristol 044D,Bristol 044,Bristol
BS41DG,200,78,E00073667,Bristol 044A,Bristol 044,Bristol
BS41DH,200,66.4,E00073670,Bristol 044C,Bristol 044,Bristol
BS41DJ,200,92.8,E00073668,Bristol 044A,Bristol 044,Bristol
BS41DL,150,48.9,E00073670,Bristol 044C,Bristol 044,Bristol
BS41DN,200,59.6,E00073670,Bristol 044C,Bristol 044,Bristol
BS41DP,200,75,E00073645,Bristol 044C,Bristol 044,Bristol
BS41DQ,200,84.2,E00073667,Bristol 044A,Bristol 044,Bristol
BS41DR,200,65.4,E00073641,Bristol 044C,Bristol 044,Bristol
BS41DS,200,51.9,E00073641,Bristol 044C,Bristol 044,Bristol
BS41DT,150,72.8,E00073641,Bristol 044C,Bristol 044,Bristol
BS41DU,200,100.7,E00073641,Bristol 044C,Bristol 044,Bristol
BS41DW,200,62.5,E00073646,Bristol 044C,Bristol 044,Bristol
BS41DX,200,69.2,E00073641,Bristol 044C,Bristol 044,Bristol
BS41DY,200,70.9,E00073993,Bristol 044D,Bristol 044,Bristol
BS41DZ,200,86.2,E00073641,Bristol 044C,Bristol 044,Bristol
BS41EA,200,82.2,E00073641,Bristol 044C,Bristol 044,Bristol
BS41EB,200,53.3,E00073995,Bristol 044E,Bristol 044,Bristol
BS41ED,200,74.3,E00073993,Bristol 044D,Bristol 044,Bristol
BS41EE,200,87,E00073998,Bristol 044D,Bristol 044,Bristol
BS41EF,200,73.6,E00073652,Bristol 044B,Bristol 044,Bristol
BS41EG,200,50.8,E00073998,Bristol 044D,Bristol 044,Bristol
BS41EH,200,67.6,E00073648,Bristol 044C,Bristol 044,Bristol
BS41EJ,200,67.2,E00073652,Bristol 044B,Bristol 044,Bristol
BS41EL,200,67.1,E00073648,Bristol 044C,Bristol 044,Bristol
BS41EN,200,84.9,E00073648,Bristol 044C,Bristol 044,Bristol
BS41EP,200,68.5,E00073646,Bristol 044C,Bristol 044,Bristol
BS41EQ,200,48.3,E00073648,Bristol 044C,Bristol 044,Bristol
BS41ER,200,103.3,E00073639,Bristol 045A,Bristol 045,Bristol
BS41ES,200,61,E00073643,Bristol 045E,Bristol 045,Bristol
BS41EU,40,26.6,E00073651,Bristol 045A,Bristol 045,Bristol
BS41EW,38.5,10,E00073989,Bristol 042B,Bristol 042,Bristol
BS41EY,106.3,36.4,E00073652,Bristol 044B,Bristol 044,Bristol
BS41EZ,100,53.4,E00073650,Bristol 045C,Bristol 045,Bristol
BS41HA,200,65.8,E00073650,Bristol 045C,Bristol 045,Bristol
BS41HB,200,94.6,E00073650,Bristol 045C,Bristol 045,Bristol
BS41HD,200,96.6,E00073658,Bristol 045C,Bristol 045,Bristol
BS41HE,200,92.6,E00073654,Bristol 044B,Bristol 044,Bristol
BS41HF,200,73.6,E00073654,Bristol 044B,Bristol 044,Bristol
BS41HG,106.3,64.8,E00073654,Bristol 044B,Bristol 044,Bristol
BS41HH,200,89.8,E00073652,Bristol 044B,Bristol 044,Bristol
BS41HJ,200,100.9,E00073654,Bristol 044B,Bristol 044,Bristol
BS41HL,200,91.7,E00073661,Bristol 044B,Bristol 044,Bristol
BS41HN,200,138.6,E00073652,Bristol 044B,Bristol 044,Bristol
BS41HP,200,73.4,E00073652,Bristol 044B,Bristol 044,Bristol
BS41HQ,200,74.6,E00073654,Bristol 044B,Bristol 044,Bristol
BS41HR,200,53.5,E00073655,Bristol 044B,Bristol 044,Bristol
BS41HS,200,99.8,E00073655,Bristol 044B,Bristol 044,Bristol
BS41HT,200,76.2,E00073655,Bristol 044B,Bristol 044,Bristol
BS41HU,200,70.6,E00073655,Bristol 044B,Bristol 044,Bristol
BS41HW,200,75.8,E00073654,Bristol 044B,Bristol 044,Bristol
BS41HX,200,79.4,E00073655,Bristol 044B,Bristol 044,Bristol
BS41HY,200,63.4,E00073661,Bristol 044B,Bristol 044,Bristol
BS41HZ,200,59.6,E00073661,Bristol 044B,Bristol 044,Bristol
BS41JF,200,45.9,E00073653,Bristol 045C,Bristol 045,Bristol
BS41JG,200,92.8,E00073650,Bristol 045C,Bristol 045,Bristol
BS41JH,100,60,E00073650,Bristol 045C,Bristol 045,Bristol
BS41JJ,200,75.1,E00073650,Bristol 045C,Bristol 045,Bristol
BS41JL,100,27.2,E00073653,Bristol 045C,Bristol 045,Bristol
BS41JN,80,18.2,E00073653,Bristol 045C,Bristol 045,Bristol
BS41JP,200,80.5,E00073649,Bristol 045D,Bristol 045,Bristol
BS41JQ,200,100.4,E00073650,Bristol 045C,Bristol 045,Bristol
BS41JR,200,82.4,E00073658,Bristol 045C,Bristol 045,Bristol
BS41JS,200,118.8,E00073658,Bristol 045C,Bristol 045,Bristol
BS41JT,200,73.1,E00073657,Bristol 045D,Bristol 045,Bristol
BS41JU,200,71.7,E00073649,Bristol 045D,Bristol 045,Bristol
BS41JW,200,67.2,E00073658,Bristol 045C,Bristol 045,Bristol
BS41JX,106.3,43.9,E00073658,Bristol 045C,Bristol 045,Bristol
BS41JY,200,70.2,E00073649,Bristol 045D,Bristol 045,Bristol
BS41JZ,200,64.7,E00073642,Bristol 045D,Bristol 045,Bristol
BS41LA,200,63.7,E00073649,Bristol 045D,Bristol 045,Bristol
BS41LB,200,97.1,E00073649,Bristol 045D,Bristol 045,Bristol
BS41LD,200,77.3,E00073649,Bristol 045D,Bristol 045,Bristol
BS41LE,200,77.1,E00073646,Bristol 044C,Bristol 044,Bristol
BS41LF,200,69.2,E00073646,Bristol 044C,Bristol 044,Bristol
BS41LG,152,106.2,E00073649,Bristol 045D,Bristol 045,Bristol
BS41LH,150,57.8,E00073646,Bristol 044C,Bristol 044,Bristol
BS41LJ,200,70.9,E00073646,Bristol 044C,Bristol 044,Bristol
BS41LQ,100,42.1,E00073650,Bristol 045C,Bristol 045,Bristol
BS41LT,200,61.6,E00073646,Bristol 044C,Bristol 044,Bristol
BS41LU,200,85.6,E00073668,Bristol 044A,Bristol 044,Bristol
BS41LW,74,30.6,E00073670,Bristol 044C,Bristol 044,Bristol
BS41LX,200,72.2,E00073645,Bristol 044C,Bristol 044,Bristol
BS41LY,200,65.1,E00073645,Bristol 044C,Bristol 044,Bristol
BS41LZ,100,31.8,E00073642,Bristol 045D,Bristol 045,Bristol
BS41NA,200,95.7,E00073638,Bristol 044A,Bristol 044,Bristol
BS41NB,106.3,67.4,E00073642,Bristol 045D,Bristol 045,Bristol
