PostalCode,Maximum download speed (Mbit/s),Average download speed (Mbit/s),oa11cd,Street,City,County
BS32AA,200,96.5,E00074247,Bristol 036A,Bristol 036,Bristol
BS32AB,300,77.2,E00074253,Bristol 036E,Bristol 036,Bristol
BS32AD,200,80.5,E00074256,Bristol 036E,Bristol 036,Bristol
BS32AE,200,91.4,E00074256,Bristol 036E,Bristol 036,Bristol
BS32AF,200,57.7,E00074258,Bristol 036B,Bristol 036,Bristol
BS32AG,200,77.1,E00074256,Bristol 036E,Bristol 036,Bristol
BS32AJ,200,63.6,E00074256,Bristol 036E,Bristol 036,Bristol
BS32AL,200,63.5,E00074247,Bristol 036A,Bristol 036,Bristol
BS32AN,49,21.9,E00074247,Bristol 036A,Bristol 036,Bristol
BS32AP,200,95.1,E00074260,Bristol 036E,Bristol 036,Bristol
BS32AQ,200,69.4,E00074256,Bristol 036E,Bristol 036,Bristol
BS32AR,200,83.7,E00074260,Bristol 036E,Bristol 036,Bristol
BS32AS,200,85.2,E00074261,Bristol 036E,Bristol 036,Bristol
BS32AT,150,73.2,E00074260,Bristol 036E,Bristol 036,Bristol
BS32AU,200,80.6,E00074261,Bristol 036E,Bristol 036,Bristol
BS32AW,80,50.3,E00074260,Bristol 036E,Bristol 036,Bristol
BS32BA,300,103.5,E00073231,Bristol 041B,Bristol 041,Bristol
BS32BB,200,102.7,E00073236,Bristol 041B,Bristol 041,Bristol
BS32BD,200,67.3,E00073236,Bristol 041B,Bristol 041,Bristol
BS32BE,200,62.6,E00074249,Bristol 036A,Bristol 036,Bristol
BS32BF,200,72.4,E00074249,Bristol 036A,Bristol 036,Bristol
BS32BG,79.9,34.5,E00073245,Bristol 041A,Bristol 041,Bristol
BS32BJ,200,52.7,E00074254,Bristol 036A,Bristol 036,Bristol
BS32BL,100,32.9,E00074261,Bristol 036E,Bristol 036,Bristol
BS32BN,200,70.4,E00074249,Bristol 036A,Bristol 036,Bristol
BS32BP,200,56.6,E00074260,Bristol 036E,Bristol 036,Bristol
BS32BT,200,105.1,E00074260,Bristol 036E,Bristol 036,Bristol
BS32BU,150,86,E00074261,Bristol 036E,Bristol 036,Bristol
BS32BW,200,69,E00074260,Bristol 036E,Bristol 036,Bristol
BS32BX,200,60.2,E00074261,Bristol 036E,Bristol 036,Bristol
BS32BY,200,121.1,E00073233,Bristol 041D,Bristol 041,Bristol
BS32BZ,200,78.8,E00073231,Bristol 041B,Bristol 041,Bristol
BS32DA,200,77.9,E00073231,Bristol 041B,Bristol 041,Bristol
BS32DD,106.3,32.2,E00073236,Bristol 041B,Bristol 041,Bristol
BS32DH,200,99.9,E00074260,Bristol 036E,Bristol 036,Bristol
BS32DJ,200,94.7,E00074262,Bristol 036E,Bristol 036,Bristol
BS32DL,200,81,E00074260,Bristol 036E,Bristol 036,Bristol
BS32DN,200,73.5,E00074262,Bristol 036E,Bristol 036,Bristol
BS32DP,200,81.9,E00074262,Bristol 036E,Bristol 036,Bristol
BS32DQ,200,67.8,E00073233,Bristol 041D,Bristol 041,Bristol
BS32DR,200,86.5,E00074262,Bristol 036E,Bristol 036,Bristol
BS32DS,200,82.3,E00074261,Bristol 036E,Bristol 036,Bristol
BS32DW,200,67.8,E00074262,Bristol 036E,Bristol 036,Bristol
BS32EA,200,73.1,E00074240,Bristol 036A,Bristol 036,Bristol
BS32EB,200,69,E00074260,Bristol 036E,Bristol 036,Bristol
BS32ED,200,71,E00074240,Bristol 036A,Bristol 036,Bristol
BS32EE,200,62.4,E00074240,Bristol 036A,Bristol 036,Bristol
BS32EF,200,59.9,E00074254,Bristol 036A,Bristol 036,Bristol
BS32EG,200,79.2,E00074254,Bristol 036A,Bristol 036,Bristol
BS32EL,200,67.5,E00074254,Bristol 036A,Bristol 036,Bristol
BS32EN,200,68,E00074254,Bristol 036A,Bristol 036,Bristol
BS32EP,200,78.3,E00074255,Bristol 036A,Bristol 036,Bristol
BS32EQ,200,91.9,E00074254,Bristol 036A,Bristol 036,Bristol
BS32ER,106.3,31,E00074255,Bristol 036A,Bristol 036,Bristol
BS32ES,150,61,E00074255,Bristol 036A,Bristol 036,Bristol
BS32EW,200,81.4,E00074255,Bristol 036A,Bristol 036,Bristol
BS32HA,106.3,18.9,E00073229,Bristol 041D,Bristol 041,Bristol
BS32HQ,15.8,5.3,E00073253,Bristol 041A,Bristol 041,Bristol
BS32HW,8.6,8.6,E00073253,Bristol 041A,Bristol 041,Bristol
BS32JH,80,32.6,E00073253,Bristol 041A,Bristol 041,Bristol
BS32JJ,200,114.2,E00074249,Bristol 036A,Bristol 036,Bristol
BS32JN,200,81.9,E00074249,Bristol 036A,Bristol 036,Bristol
BS32JS,200,43.1,E00074249,Bristol 036A,Bristol 036,Bristol
BS32JT,70,28.2,E00074249,Bristol 036A,Bristol 036,Bristol
BS32JW,200,69.4,E00074249,Bristol 036A,Bristol 036,Bristol
BS32JX,200,100.6,E00074249,Bristol 036A,Bristol 036,Bristol
BS32LD,55,14.6,E00073229,Bristol 041D,Bristol 041,Bristol
BS32LE,200,81.8,E00074249,Bristol 036A,Bristol 036,Bristol
BS32LH,106.3,69.8,E00073243,Bristol 041D,Bristol 041,Bristol
BS32LN,200,93.1,E00073229,Bristol 041D,Bristol 041,Bristol
BS32LP,200,61.1,E00073229,Bristol 041D,Bristol 041,Bristol
BS32LQ,5.8,5.8,E00074262,Bristol 036E,Bristol 036,Bristol
BS32LR,152,80.2,E00073229,Bristol 041D,Bristol 041,Bristol
BS32LS,200,77.9,E00073243,Bristol 041D,Bristol 041,Bristol
BS32LT,200,80.4,E00073243,Bristol 041D,Bristol 041,Bristol
BS32LU,200,98.4,E00073243,Bristol 041D,Bristol 041,Bristol
BS32LW,200,120.5,E00073233,Bristol 041D,Bristol 041,Bristol
BS32LX,200,65.2,E00073233,Bristol 041D,Bristol 041,Bristol
BS32LY,200,82.5,E00073233,Bristol 041D,Bristol 041,Bristol
BS32LZ,200,82.1,E00073233,Bristol 041D,Bristol 041,Bristol
BS32NA,152,57.3,E00074262,Bristol 036E,Bristol 036,Bristol
BS32NG,200,96.8,E00073250,Bristol 039A,Bristol 039,Bristol
BS32NN,70,42.3,E00073250,Bristol 039A,Bristol 039,Bristol
BS32NQ,100,54.3,E00073250,Bristol 039A,Bristol 039,Bristol
BS32NR,200,66,E00073250,Bristol 039A,Bristol 039,Bristol
BS32NS,150,21.7,E00073247,Bristol 041D,Bristol 041,Bristol
BS32NW,200,90.5,E00073246,Bristol 041D,Bristol 041,Bristol
BS32NX,62.5,16.5,E00073236,Bristol 041B,Bristol 041,Bristol
BS32NY,200,126.3,E00073243,Bristol 041D,Bristol 041,Bristol
BS32NZ,200,89.7,E00073246,Bristol 041D,Bristol 041,Bristol
BS32PA,200,87,E00073246,Bristol 041D,Bristol 041,Bristol
BS32PB,150,89.7,E00073243,Bristol 041D,Bristol 041,Bristol
BS32PD,200,71,E00073243,Bristol 041D,Bristol 041,Bristol
BS32PE,200,70.8,E00073236,Bristol 041B,Bristol 041,Bristol
BS32PF,200,74.8,E00073243,Bristol 041D,Bristol 041,Bristol
BS32PG,100,27.7,E00073229,Bristol 041D,Bristol 041,Bristol
BS32PN,200,94.2,E00073229,Bristol 041D,Bristol 041,Bristol
BS32PP,200,80.5,E00073245,Bristol 041A,Bristol 041,Bristol
BS32PR,200,56.7,E00073245,Bristol 041A,Bristol 041,Bristol
BS32PS,200,76.6,E00073245,Bristol 041A,Bristol 041,Bristol
BS32PT,200,54.5,E00073245,Bristol 041A,Bristol 041,Bristol
BS32PU,200,71.4,E00073245,Bristol 041A,Bristol 041,Bristol
BS32PW,200,106.4,E00073229,Bristol 041D,Bristol 041,Bristol
BS32PX,200,97.8,E00073259,Bristol 041A,Bristol 041,Bristol
BS32PY,200,85.4,E00073249,Bristol 041A,Bristol 041,Bristol
BS32PZ,200,82,E00073259,Bristol 041A,Bristol 041,Bristol
BS32QA,200,80.3,E00073259,Bristol 041A,Bristol 041,Bristol
BS32QB,200,72.6,E00073253,Bristol 041A,Bristol 041,Bristol
BS32QD,200,78,E00073253,Bristol 041A,Bristol 041,Bristol
BS32QE,200,81.3,E00073253,Bristol 041A,Bristol 041,Bristol
BS32QF,200,71.9,E00073253,Bristol 041A,Bristol 041,Bristol
BS32QG,200,117.6,E00073253,Bristol 041A,Bristol 041,Bristol
BS32QP,150,68.8,E00073261,Bristol 041A,Bristol 041,Bristol
BS32QQ,200,57.2,E00073259,Bristol 041A,Bristol 041,Bristol
BS32QR,200,70.9,E00073261,Bristol 041A,Bristol 041,Bristol
BS32QS,200,114.7,E00073261,Bristol 041A,Bristol 041,Bristol
BS32QT,200,63.6,E00073257,Bristol 041A,Bristol 041,Bristol
BS32QU,200,95.8,E00073261,Bristol 041A,Bristol 041,Bristol
BS32QX,200,97.2,E00073261,Bristol 041A,Bristol 041,Bristol
BS32QY,150,58.1,E00073261,Bristol 041A,Bristol 041,Bristol
BS32RA,200,78.6,E00073249,Bristol 041A,Bristol 041,Bristol
BS32RB,106.3,61,E00073249,Bristol 041A,Bristol 041,Bristol
BS32RD,106.3,40.9,E00073249,Bristol 041A,Bristol 041,Bristol
BS32RE,200,63.3,E00073249,Bristol 041A,Bristol 041,Bristol
BS32RF,150,52.7,E00073249,Bristol 041A,Bristol 041,Bristol
BS32RG,80,40.4,E00073245,Bristol 041A,Bristol 041,Bristol
BS32RH,69.6,31.3,E00073249,Bristol 041A,Bristol 041,Bristol
BS32RL,200,96.2,E00073247,Bristol 041D,Bristol 041,Bristol
BS32RN,200,81.7,E00073247,Bristol 041D,Bristol 041,Bristol
BS32RP,200,74.4,E00073257,Bristol 041A,Bristol 041,Bristol
BS32RR,200,79.2,E00073257,Bristol 041A,Bristol 041,Bristol
BS32RS,200,110.8,E00073257,Bristol 041A,Bristol 041,Bristol
BS32RT,200,72,E00073247,Bristol 041D,Bristol 041,Bristol
BS32RU,200,84.3,E00073257,Bristol 041A,Bristol 041,Bristol
BS32RW,200,79.3,E00073247,Bristol 041D,Bristol 041,Bristol
BS32SJ,100,75,E00073250,Bristol 039A,Bristol 039,Bristol
BS32SN,106.3,52.4,E00073250,Bristol 039A,Bristol 039,Bristol
BS32SP,200,73.3,E00073250,Bristol 039A,Bristol 039,Bristol
BS32SU,14.6,10.1,E00073247,Bristol 041D,Bristol 041,Bristol
BS32SW,200,72.3,E00073250,Bristol 039A,Bristol 039,Bristol
BS32SX,20.7,11.6,E00073250,Bristol 039A,Bristol 039,Bristol
BS32SY,200,70.2,E00073247,Bristol 041D,Bristol 041,Bristol
BS32SZ,62.7,35.1,E00073247,Bristol 041D,Bristol 041,Bristol
BS32TH,200,62.8,E00073257,Bristol 041A,Bristol 041,Bristol
BS32TJ,200,82.1,E00073261,Bristol 041A,Bristol 041,Bristol
BS32TL,49.3,28.4,E00073261,Bristol 041A,Bristol 041,Bristol
BS32TN,200,49.9,E00073261,Bristol 041A,Bristol 041,Bristol
BS32TY,106.3,35.7,E00073249,Bristol 041A,Bristol 041,Bristol
BS32TZ,13,6.5,E00073261,Bristol 041A,Bristol 041,Bristol
BS32UN,200,22.2,E00073259,Bristol 041A,Bristol 041,Bristol
BS32UP,106.3,106.3,E00073249,Bristol 041A,Bristol 041,Bristol
BS33AA,200,87,E00073225,Bristol 039G,Bristol 039,Bristol
BS33AB,200,69.7,E00073225,Bristol 039G,Bristol 039,Bristol
BS33AD,200,110,E00174291,Bristol 039H,Bristol 039,Bristol
BS33AE,106.3,71.6,E00174291,Bristol 039H,Bristol 039,Bristol
BS33AF,300,88.8,E00174291,Bristol 039H,Bristol 039,Bristol
BS33AG,200,56.1,E00073227,Bristol 041C,Bristol 041,Bristol
BS33AH,21.4,15.9,E00073232,Bristol 041C,Bristol 041,Bristol
BS33AJ,200,70.9,E00073232,Bristol 041C,Bristol 041,Bristol
BS33AL,150,71.6,E00073232,Bristol 041C,Bristol 041,Bristol
BS33AP,80,45.9,E00174291,Bristol 039H,Bristol 039,Bristol
BS33AQ,200,55.1,E00073232,Bristol 041C,Bristol 041,Bristol
BS33AS,79.9,45.7,E00073254,Bristol 039A,Bristol 039,Bristol
BS33AT,200,76.7,E00073228,Bristol 039H,Bristol 039,Bristol
BS33AU,200,71.1,E00073228,Bristol 039H,Bristol 039,Bristol
BS33AW,80,39.3,E00073239,Bristol 039H,Bristol 039,Bristol
BS33AX,300,75.7,E00073228,Bristol 039H,Bristol 039,Bristol
BS33AY,100,46.2,E00073226,Bristol 039H,Bristol 039,Bristol
BS33BA,200,45.5,E00073226,Bristol 039H,Bristol 039,Bristol
BS33BB,106.3,33.9,E00073226,Bristol 039H,Bristol 039,Bristol
BS33BD,200,77.6,E00073226,Bristol 039H,Bristol 039,Bristol
BS33BE,150,106.6,E00073226,Bristol 039H,Bristol 039,Bristol
BS33BJ,200,67.1,E00174291,Bristol 039H,Bristol 039,Bristol
BS33BL,200,77.5,E00174291,Bristol 039H,Bristol 039,Bristol
BS33BN,200,70.1,E00073225,Bristol 039G,Bristol 039,Bristol
BS33BP,200,77.8,E00073225,Bristol 039G,Bristol 039,Bristol
BS33BQ,59.9,33.6,E00073226,Bristol 039H,Bristol 039,Bristol
BS33BS,200,84.1,E00073225,Bristol 039G,Bristol 039,Bristol
BS33BU,200,75.1,E00073228,Bristol 039H,Bristol 039,Bristol
BS33BW,106.3,49.2,E00073225,Bristol 039G,Bristol 039,Bristol
BS33BX,80,45.9,E00174291,Bristol 039H,Bristol 039,Bristol
BS33BY,200,81.4,E00073228,Bristol 039H,Bristol 039,Bristol
BS33BZ,200,103.6,E00073239,Bristol 039H,Bristol 039,Bristol
BS33DA,200,98.2,E00073237,Bristol 041C,Bristol 041,Bristol
BS33DG,200,81.9,E00073231,Bristol 041B,Bristol 041,Bristol
BS33DH,150,67.9,E00073230,Bristol 041C,Bristol 041,Bristol
BS33DJ,200,64.4,E00073232,Bristol 041C,Bristol 041,Bristol
BS33DL,150,67.1,E00073232,Bristol 041C,Bristol 041,Bristol
BS33DN,200,73.9,E00073238,Bristol 041C,Bristol 041,Bristol
BS33DP,200,74.5,E00073237,Bristol 041C,Bristol 041,Bristol
BS33DQ,200,79.3,E00073230,Bristol 041C,Bristol 041,Bristol
BS33DR,106.3,77.9,E00073237,Bristol 041C,Bristol 041,Bristol
BS33DS,152,68.5,E00073239,Bristol 039H,Bristol 039,Bristol
BS33DT,200,88.9,E00073237,Bristol 041C,Bristol 041,Bristol
BS33DU,200,62.3,E00073237,Bristol 041C,Bristol 041,Bristol
BS33DW,200,68.7,E00073238,Bristol 041C,Bristol 041,Bristol
BS33DX,200,63,E00073234,Bristol 041C,Bristol 041,Bristol
BS33DY,200,75.8,E00073234,Bristol 041C,Bristol 041,Bristol
BS33DZ,300,68.7,E00073234,Bristol 041C,Bristol 041,Bristol
BS33EA,200,88.5,E00073232,Bristol 041C,Bristol 041,Bristol
BS33EB,200,70.2,E00073227,Bristol 041C,Bristol 041,Bristol
BS33ED,150,75.9,E00073227,Bristol 041C,Bristol 041,Bristol
BS33EE,150,78.5,E00073230,Bristol 041C,Bristol 041,Bristol
BS33EF,70,44,E00073227,Bristol 041C,Bristol 041,Bristol
BS33EP,200,90.3,E00073231,Bristol 041B,Bristol 041,Bristol
BS33EQ,106.3,66.3,E00073239,Bristol 039H,Bristol 039,Bristol
BS33ER,200,79.2,E00073230,Bristol 041C,Bristol 041,Bristol
BS33ES,106.3,69.3,E00073236,Bristol 041B,Bristol 041,Bristol
BS33ET,200,73.4,E00073236,Bristol 041B,Bristol 041,Bristol
BS33EU,200,59.4,E00073241,Bristol 041B,Bristol 041,Bristol
BS33EW,200,68.6,E00073231,Bristol 041B,Bristol 041,Bristol
BS33EX,200,75.1,E00073230,Bristol 041C,Bristol 041,Bristol
BS33EY,150,64.3,E00073230,Bristol 041C,Bristol 041,Bristol
BS33EZ,200,78.5,E00073241,Bristol 041B,Bristol 041,Bristol
BS33HA,100,64.7,E00073241,Bristol 041B,Bristol 041,Bristol
BS33HB,200,66.6,E00073248,Bristol 041B,Bristol 041,Bristol
BS33HD,200,75.2,E00073246,Bristol 041D,Bristol 041,Bristol
BS33HE,200,65.2,E00073246,Bristol 041D,Bristol 041,Bristol
BS33HG,200,70.5,E00073246,Bristol 041D,Bristol 041,Bristol
BS33HP,106.3,58,E00073239,Bristol 039H,Bristol 039,Bristol
BS33HQ,200,87.5,E00073241,Bristol 041B,Bristol 041,Bristol
BS33HR,300,91,E00073251,Bristol 039A,Bristol 039,Bristol
BS33HS,200,75.7,E00073239,Bristol 039H,Bristol 039,Bristol
BS33HT,200,83.1,E00073239,Bristol 039H,Bristol 039,Bristol
BS33HU,200,54,E00073251,Bristol 039A,Bristol 039,Bristol
BS33HX,200,89.4,E00073254,Bristol 039A,Bristol 039,Bristol
BS33HY,200,80.2,E00073248,Bristol 041B,Bristol 041,Bristol
BS33HZ,200,80.5,E00073248,Bristol 041B,Bristol 041,Bristol
BS33JA,200,59.9,E00073248,Bristol 041B,Bristol 041,Bristol
BS33JB,200,108.5,E00073246,Bristol 041D,Bristol 041,Bristol
BS33JD,106.3,64.3,E00073248,Bristol 041B,Bristol 041,Bristol
BS33JE,150,61.2,E00073224,Bristol 041B,Bristol 041,Bristol
BS33JF,200,67.2,E00073224,Bristol 041B,Bristol 041,Bristol
BS33JH,152,49.3,E00073224,Bristol 041B,Bristol 041,Bristol
BS33JJ,200,69.7,E00073241,Bristol 041B,Bristol 041,Bristol
BS33JL,200,84,E00073241,Bristol 041B,Bristol 041,Bristol
BS33JN,200,86.7,E00073224,Bristol 041B,Bristol 041,Bristol
BS33JP,200,60.7,E00073238,Bristol 041C,Bristol 041,Bristol
BS33JQ,200,72.1,E00073224,Bristol 041B,Bristol 041,Bristol
BS33JR,200,87.3,E00073237,Bristol 041C,Bristol 041,Bristol
BS33JS,200,60.7,E00073224,Bristol 041B,Bristol 041,Bristol
BS33JT,200,82.2,E00073234,Bristol 041C,Bristol 041,Bristol
BS33JU,200,63.8,E00073237,Bristol 041C,Bristol 041,Bristol
BS33JW,200,74.4,E00073238,Bristol 041C,Bristol 041,Bristol
BS33LF,106.3,43.9,E00073225,Bristol 039G,Bristol 039,Bristol
BS33LG,200,54.2,E00174292,Bristol 039G,Bristol 039,Bristol
BS33LH,200,78.2,E00174291,Bristol 039H,Bristol 039,Bristol
BS33LL,200,65.4,E00174292,Bristol 039G,Bristol 039,Bristol
BS33LP,150,85.4,E00073228,Bristol 039H,Bristol 039,Bristol
BS33LQ,200,69.4,E00073225,Bristol 039G,Bristol 039,Bristol
BS33LR,152,90,E00174314,Bristol 039G,Bristol 039,Bristol
BS33LS,106.3,54.8,E00073228,Bristol 039H,Bristol 039,Bristol
BS33LT,200,80.5,E00073239,Bristol 039H,Bristol 039,Bristol
BS33LU,200,73,E00073239,Bristol 039H,Bristol 039,Bristol
BS33LW,200,73.5,E00174292,Bristol 039G,Bristol 039,Bristol
BS33LY,200,60.6,E00073239,Bristol 039H,Bristol 039,Bristol
BS33LZ,100,49.6,E00073239,Bristol 039H,Bristol 039,Bristol
BS33NA,106.3,42.8,E00174292,Bristol 039G,Bristol 039,Bristol
BS33NB,200,77.9,E00073251,Bristol 039A,Bristol 039,Bristol
BS33NE,200,77.7,E00073254,Bristol 039A,Bristol 039,Bristol
BS33NF,200,72.9,E00073254,Bristol 039A,Bristol 039,Bristol
BS33NG,80,30.3,E00174278,Bristol 039G,Bristol 039,Bristol
BS33NH,79.8,22.6,E00174314,Bristol 039G,Bristol 039,Bristol
BS33NJ,70.5,24.3,E00174314,Bristol 039G,Bristol 039,Bristol
BS33NL,80,32.8,E00174278,Bristol 039G,Bristol 039,Bristol
BS33NN,200,71.1,E00174292,Bristol 039G,Bristol 039,Bristol
BS33NP,70.2,26.7,E00174292,Bristol 039G,Bristol 039,Bristol
BS33NQ,72.6,27,E00174278,Bristol 039G,Bristol 039,Bristol
BS33NS,100,85,E00174292,Bristol 039G,Bristol 039,Bristol
BS33NU,200,48.3,E00174314,Bristol 039G,Bristol 039,Bristol
BS33NY,200,69.8,E00174318,Bristol 039H,Bristol 039,Bristol
BS33NZ,100,70.6,E00174318,Bristol 039H,Bristol 039,Bristol
BS33PA,200,83.3,E00174318,Bristol 039H,Bristol 039,Bristol
BS33PD,150,87.1,E00073239,Bristol 039H,Bristol 039,Bristol
BS33PE,80,50.6,E00073240,Bristol 039B,Bristol 039,Bristol
BS33PF,200,80.1,E00073239,Bristol 039H,Bristol 039,Bristol
BS33PG,200,65.6,E00174286,Bristol 039H,Bristol 039,Bristol
BS33PH,150,73.3,E00174286,Bristol 039H,Bristol 039,Bristol
BS33PJ,106.3,49.1,E00174286,Bristol 039H,Bristol 039,Bristol
BS33PL,200,86.6,E00174286,Bristol 039H,Bristol 039,Bristol
BS33PN,106.3,48.7,E00073239,Bristol 039H,Bristol 039,Bristol
BS33PP,200,93.3,E00073242,Bristol 039B,Bristol 039,Bristol
BS33PQ,70.8,33.8,E00073242,Bristol 039B,Bristol 039,Bristol
BS33PR,200,81.3,E00073251,Bristol 039A,Bristol 039,Bristol
BS33PS,150,75,E00073251,Bristol 039A,Bristol 039,Bristol
BS33PT,200,57.8,E00073251,Bristol 039A,Bristol 039,Bristol
BS33PU,75.4,27.9,E00174286,Bristol 039H,Bristol 039,Bristol
BS33PW,200,73.4,E00073251,Bristol 039A,Bristol 039,Bristol
BS33PX,200,122,E00073251,Bristol 039A,Bristol 039,Bristol
BS33PY,106.3,59,E00073251,Bristol 039A,Bristol 039,Bristol
BS33PZ,200,69.8,E00073254,Bristol 039A,Bristol 039,Bristol
BS33TT,80,47.5,E00073230,Bristol 041C,Bristol 041,Bristol
BS34AA,106.3,77.1,E00074229,Bristol 039E,Bristol 039,Bristol
BS34AE,55,22.3,E00174303,Bristol 039F,Bristol 039,Bristol
BS34AG,200,83.5,E00174285,Bristol 039E,Bristol 039,Bristol
BS34AJ,150,52.4,E00074229,Bristol 039E,Bristol 039,Bristol
BS34AL,106.3,45.6,E00074229,Bristol 039E,Bristol 039,Bristol
BS34AP,80,30.2,E00174257,Bristol 039E,Bristol 039,Bristol
BS34AQ,200,38.9,E00174263,Bristol 039E,Bristol 039,Bristol
BS34AR,106.3,93.3,E00074229,Bristol 039E,Bristol 039,Bristol
BS34AS,55,16.3,E00174263,Bristol 039E,Bristol 039,Bristol
BS34AW,80,38.7,E00174257,Bristol 039E,Bristol 039,Bristol
BS34AX,24,21.2,E00174303,Bristol 039F,Bristol 039,Bristol
BS34AY,300,44.1,E00174285,Bristol 039E,Bristol 039,Bristol
BS34BD,100,59.2,E00174302,Bristol 039E,Bristol 039,Bristol
BS34BE,106.3,68.8,E00174285,Bristol 039E,Bristol 039,Bristol
BS34BF,24.4,22.2,E00174304,Bristol 039F,Bristol 039,Bristol
BS34BG,200,61,E00174285,Bristol 039E,Bristol 039,Bristol
BS34BH,20.8,16.7,E00074229,Bristol 039E,Bristol 039,Bristol
BS34BU,53.1,24.7,E00174302,Bristol 039E,Bristol 039,Bristol
BS34BW,40,20,E00174285,Bristol 039E,Bristol 039,Bristol
BS34BX,74.4,31.5,E00174317,Bristol 039E,Bristol 039,Bristol
BS34BY,79.9,36,E00174257,Bristol 039E,Bristol 039,Bristol
BS34BZ,75.8,32.2,E00174257,Bristol 039E,Bristol 039,Bristol
BS34DA,106.3,24.2,E00174285,Bristol 039E,Bristol 039,Bristol
BS34DB,200,54.1,E00174285,Bristol 039E,Bristol 039,Bristol
BS34DG,200,62.2,E00174285,Bristol 039E,Bristol 039,Bristol
BS34DN,106.3,35.3,E00174285,Bristol 039E,Bristol 039,Bristol
BS34DR,200,115.3,E00174285,Bristol 039E,Bristol 039,Bristol
BS34DW,70,42.5,E00174285,Bristol 039E,Bristol 039,Bristol
BS34EA,200,46.9,E00174285,Bristol 039E,Bristol 039,Bristol
BS34EB,106.3,26.3,E00174285,Bristol 039E,Bristol 039,Bristol
BS34EG,100,21.6,E00174292,Bristol 039G,Bristol 039,Bristol
BS34EJ,200,58.4,E00174303,Bristol 039F,Bristol 039,Bristol
BS34EQ,23.4,20.7,E00174303,Bristol 039F,Bristol 039,Bristol
BS34ER,80,34.4,E00174276,Bristol 039F,Bristol 039,Bristol
BS34ET,106.3,68.7,E00174276,Bristol 039F,Bristol 039,Bristol
BS34EW,24.3,20.1,E00174303,Bristol 039F,Bristol 039,Bristol
BS34EX,200,53.3,E00174285,Bristol 039E,Bristol 039,Bristol
BS34EY,200,38.8,E00074235,Bristol 039F,Bristol 039,Bristol
BS34HB,100,33.9,E00174285,Bristol 039E,Bristol 039,Bristol
BS34HD,23.7,19.3,E00174285,Bristol 039E,Bristol 039,Bristol
BS34HG,23.7,20.5,E00174285,Bristol 039E,Bristol 039,Bristol
BS34HH,200,56.8,E00174285,Bristol 039E,Bristol 039,Bristol
BS34HL,200,54.8,E00174263,Bristol 039E,Bristol 039,Bristol
BS34HS,152,61.4,E00174302,Bristol 039E,Bristol 039,Bristol
BS34HT,106.3,82.7,E00174302,Bristol 039E,Bristol 039,Bristol
BS34HU,200,121.3,E00174302,Bristol 039E,Bristol 039,Bristol
BS34HX,100,77,E00174302,Bristol 039E,Bristol 039,Bristol
BS34HY,21.1,20.6,E00174302,Bristol 039E,Bristol 039,Bristol
BS34JA,78.6,47.3,E00174302,Bristol 039E,Bristol 039,Bristol
BS34JJ,200,81,E00174304,Bristol 039F,Bristol 039,Bristol
BS34JQ,67.1,20.7,E00174304,Bristol 039F,Bristol 039,Bristol
BS34JR,200,69.5,E00174304,Bristol 039F,Bristol 039,Bristol
BS34LA,200,71.8,E00074403,Bristol 040B,Bristol 040,Bristol
BS34LB,150,67.9,E00074402,Bristol 040B,Bristol 040,Bristol
BS34LD,200,68.5,E00074402,Bristol 040B,Bristol 040,Bristol
BS34LE,200,74.2,E00074432,Bristol 040B,Bristol 040,Bristol
BS34LF,152,64.8,E00074434,Bristol 040B,Bristol 040,Bristol
BS34LG,150,64.1,E00074434,Bristol 040B,Bristol 040,Bristol
BS34LH,200,78,E00074439,Bristol 040C,Bristol 040,Bristol
BS34LJ,200,63.7,E00074439,Bristol 040C,Bristol 040,Bristol
BS34LL,150,61.3,E00074425,Bristol 040C,Bristol 040,Bristol
BS34LN,150,73.2,E00074425,Bristol 040C,Bristol 040,Bristol
BS34LP,200,105,E00074425,Bristol 040C,Bristol 040,Bristol
BS34LQ,200,68.7,E00074439,Bristol 040C,Bristol 040,Bristol
BS34LS,200,84.5,E00074434,Bristol 040B,Bristol 040,Bristol
BS34LT,200,64.7,E00074434,Bristol 040B,Bristol 040,Bristol
BS34LU,200,80.8,E00074432,Bristol 040B,Bristol 040,Bristol
BS34LW,200,67.9,E00074425,Bristol 040C,Bristol 040,Bristol
BS34LX,200,104.8,E00074434,Bristol 040B,Bristol 040,Bristol
BS34LY,200,78.7,E00074425,Bristol 040C,Bristol 040,Bristol
BS34LZ,200,85.3,E00074425,Bristol 040C,Bristol 040,Bristol
BS34NE,200,73,E00174276,Bristol 039F,Bristol 039,Bristol
BS34NF,106.3,47.6,E00174276,Bristol 039F,Bristol 039,Bristol
BS34NJ,24,21.2,E00174304,Bristol 039F,Bristol 039,Bristol
BS34NL,80,39.5,E00074432,Bristol 040B,Bristol 040,Bristol
BS34NP,200,76.7,E00074403,Bristol 040B,Bristol 040,Bristol
BS34NR,100,57.3,E00074403,Bristol 040B,Bristol 040,Bristol
BS34NS,200,79,E00074403,Bristol 040B,Bristol 040,Bristol
BS34NT,200,68.1,E00074437,Bristol 040B,Bristol 040,Bristol
BS34NX,200,74.3,E00074437,Bristol 040B,Bristol 040,Bristol
BS34NY,200,65.8,E00074437,Bristol 040B,Bristol 040,Bristol
BS34NZ,200,73.5,E00074432,Bristol 040B,Bristol 040,Bristol
